"clearances_avg_home","corners_avg_home","passes_avg_home","possession_avg_home","shots_avg_home","shots_on_target_avg_home","touches_avg_home","goals_scored_ft_avg_home","goals_conced_ft_avg_home","performance_acum_home"
"21.6","6","427.3","51.4","13","4.4","634.2","1.55","1.5","45"
"22.8","4.2","379.9","43","10","3","573.4","1","1.59","34.4"
"27.1","4.6","397.4","46.1","11","3.9","593.9","1.39","1.48","46.2"
"22.2","4.9","432.1","46.3","12.3","4.1","627.6","1.23","1.23","47.3"
"20.5","5.1","559.4","59.2","13.9","5.1","753.1","1.88","1.03","65.7"
"26","4.6","399","46","11.1","4","594.3","1.44","1.44","48"
"26.3","4.3","274.1","35.6","11","3.1","466.9","0.93","1.93","30.9"
"17","4.3","434.4","48.8","10.7","3.1","628.8","0.52","1.85","13.6"
"25","5.9","430.2","50","13.2","4.7","640.7","1.19","1.41","39.5"
"30.9","4.7","346.5","39.3","11.2","3.5","555.9","0.89","1.26","34.6"
"20.7","5.3","556.7","58.7","12.6","4.8","748.5","2.09","1.39","63.8"
"28","4.2","436.3","46.6","12.1","4","634","0.91","2.22","20.3"
"17.1","4.6","427.1","48.8","11.1","3.2","619.8","0.57","1.74","15.9"
"21.5","5.4","519.4","55.3","13.4","6.5","712.4","2","1.43","63.8"
"31.6","4.8","340.8","39.7","10.8","3.3","552.4","0.83","1.35","30.4"
"22.4","4.7","425","45.1","12.6","4.3","619.3","1.17","1.35","46.4"
"30.4","6","415.9","47.7","11.9","4.4","614","1.64","1.5","47.6"
"26.3","3.6","342.3","39.8","8.6","2.9","528.6","1.14","1.43","42.9"
"24","5.9","395.8","46.9","11.6","3.9","591.1","1.21","1.36","47.6"
"25.3","4.9","405.8","45.6","11.1","3.9","603.5","1.21","1.57","35.7"
"27.8","5.6","426.4","47","11.4","3.9","621.3","1.4","1.85","43.3"
"17","5","696.2","65.5","16","5.3","882.4","1.9","0.8","71.7"
"16.4","4.4","434.6","49.3","11.4","3.4","628.2","0.6","1.75","16.7"
"33.2","4.9","338.1","39.5","10.5","3.2","548.8","0.75","1.35","30"
"24.2","5.4","414.2","47.8","11.8","4.5","619.5","1.35","1.5","45"
"20.7","4.9","429.2","45.8","13.3","4.6","624.4","1.15","1.15","48.3"
"21.4","5.1","503.2","54.6","13.5","5.9","695.4","1.85","1.41","62.7"
"21.7","5.2","445.4","47.8","12.6","4","641.2","1.21","1.24","47.1"
"25.2","3.9","356.8","40.8","8.9","2.9","545","1.11","1.44","38.9"
"28.4","3","347.7","39.8","8.3","2.6","530.3","0.89","2","22.2"
"23.6","5","416.1","46.2","11.9","3.9","620.3","0.94","1.39","33.3"
"27.6","4.1","454.4","48.5","12.3","3.9","649.7","0.89","2.33","18.5"
"24.7","5.4","432.6","50.2","11.9","4.3","641.8","1.22","1.17","46.3"
"17.3","6.4","609.3","59.6","15.8","6.2","799.2","2.17","0.39","88.9"
"22.1","5.8","504.2","54.6","12.9","6.2","698.1","1.89","1.67","53.7"
"23.8","4.8","527.6","56.8","12.9","5.3","722.6","2.06","1","77.8"
"25","5.6","400.7","47.2","12.1","4.3","598.3","1.39","1.39","50"
"21.4","5","548.8","58.1","12.2","4.6","742.8","2.04","1.37","65.4"
"15.7","5.5","692.5","65","15.6","5.3","881.3","1.73","1.12","64.1"
"23.7","5.8","409.3","45.6","13.1","4","617.4","1.15","1.3","37"
"16.8","6.4","630.1","61.6","14.8","6.1","818.7","2.19","0.56","81.5"
"15.5","7.3","698.7","67.4","17.1","6.8","883.9","2.74","0.74","80.2"
"28.6","4.7","388.4","44.3","13","4.6","593.2","1.04","1.7","29.6"
"15.2","5.5","685.7","65","16","5.1","876","1.68","1.1","64.5"
"14.8","7.9","705.2","68.1","17.7","6.9","889","2.61","0.68","82.8"
"21.2","5.1","555.4","59.3","13.4","4.9","749.9","1.87","1.1","65.6"
"26.9","5.5","424.2","47.1","12.2","4.4","620","1.43","1.83","43.5"
"17","6.4","620.6","60.4","15.3","6.3","807.7","2.35","0.57","87"
"29.1","4.8","376.8","42.9","13.2","4.6","581.2","1.09","1.74","31.9"
"22.7","5","557.9","58.6","13","5.4","750.1","2.09","1","73.9"
"30.1","2.9","364.5","41.6","8.2","2.4","549.8","0.93","2.07","21.4"
"22.7","5.9","421.2","51","13.1","4.6","627.9","1.43","1.14","52.4"
"28.5","3.9","466.2","49.1","11.9","3.9","659.7","1","2.5","19"
"22.1","5.8","503","54.7","12.9","5.9","697.1","1.57","1.64","52.4"
"23.6","4.6","511.7","55.9","12.9","5.3","710.1","1.79","1.07","71.4"
"22","5.6","426.3","46.5","14.4","4.6","624.5","0.93","1.21","38.1"
"20.8","5.7","435","52.2","12.9","4.2","643.3","1.44","1.44","44"
"25.2","5.4","396.4","42.6","9.9","3.2","592.2","1.1","1","46"
"17.8","5.4","440.4","48.1","12.5","4.2","634.2","1.4","1.28","46.7"
"19.4","5.1","396.7","43.6","11","4.4","588.4","1.26","1.69","32.4"
"24.1","4.6","463.8","50.2","11.6","4","670","0.86","1.79","24.1"
"22.1","5","497.4","52.7","12.1","4.5","704","1.62","1.38","47.1"
"24","5","385.2","46.4","11.6","3.8","589.2","1","1.2","46.7"
"27","5","373","46.2","14","5.5","575","1","2.5","0"
"19.6","4.6","420.3","49.1","13.4","4.3","621.1","1","1.78","29.6"
"20.1","5.7","427.4","46.9","12.4","4.2","620.5","1.44","1.22","50"
"24","4.6","466.2","50.2","11.6","3.9","671.6","0.89","1.89","22.2"
"25.5","4","460.5","49.7","10.6","3.5","660.5","1","2.36","21.2"
"","","","","","","","","",""
"17","5.5","524.8","56.1","14.7","5.9","718.3","1.74","0.97","56.9"
"22.5","4.6","368.5","42.9","9.4","3.2","571.2","0.88","1.12","45.8"
"27.2","3","356.5","43.7","11.2","4","561","1","1.5","25"
"16","6.6","593.9","59.9","16.3","5.8","804.3","1.72","1.36","54.7"
"33","3","291","30","8","2","508","0","0","33.3"
"18.2","4.5","480.9","52.2","12.1","3.8","679.7","1.03","1.47","34.3"
"23.2","5.7","394.3","43.1","9.4","3.1","585.5","1.06","0.97","50"
"17.6","5.1","442.5","48.4","12.4","3.9","634.8","1.36","1.06","51.9"
"29.5","6.4","389.8","43.1","9.8","2.5","594.8","0.88","0.88","37.5"
"12.7","8.2","676.5","65.9","19.3","7","862.3","2.45","1.07","69"
"17.1","6.2","613.7","61.7","15.6","6.2","803.4","2.35","0.58","97.4"
"24.7","4.2","358.7","44","13.2","5.3","564.4","1.42","1.67","30.6"
"22.7","4.6","378.6","43.7","9.6","3.1","586.5","0.9","1.16","45.2"
"17.3","5","506.7","56.2","13.7","4.3","706.7","1.33","1","44.4"
"21.6","5.2","502.8","53.1","12.1","4.3","707.3","1.59","1.38","46.9"
"16.4","4.7","450.6","50.2","10.6","4.7","639.7","1.13","1.67","35.6"
"19.2","5.7","515.4","56.3","13.9","5.2","722","1.93","1","59.5"
"24.7","5.1","411.1","46","10.2","3.2","610.5","0.96","1.54","31.9"
"22.3","4.2","380.1","43.8","9.3","3.1","586.4","0.92","1.17","41.7"
"19.7","6","528.3","57.5","14.1","5.5","736.1","2.17","1","66.7"
"17.3","6.2","616.8","61.6","15.5","6.1","806.7","2.33","0.62","97.2"
"16.5","5.4","510.8","55.7","14.9","5.8","709.3","1.5","1.21","47.2"
"27.5","3.2","314.8","34.4","9.7","3.2","509.5","1","1.5","41.7"
"24.2","4.6","382.5","43.1","11.8","3.3","575.5","0.88","1.5","31.9"
"17.5","5.1","426.8","46.8","10.5","4.4","619.5","1.12","1.67","31.9"
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"16.5","5.9","599.7","59.7","16.4","5.8","811.9","1.71","1.38","57.1"
"22","4.7","387","44.6","9.9","3.2","592.9","0.9","1.1","44.4"
"18","6.4","402","50","13.5","4.5","606.2","1.14","1.52","39.7"
"19.8","6.2","531.6","57","14.1","5.3","738.4","2.19","0.9","71.4"
"16.2","5.5","498.4","55.2","14.8","5.8","697","1.52","1.19","49.2"
"20","5.1","507.4","54.1","12","4.5","711.5","1.71","1.43","47.6"
"18.6","5.7","437.5","47.9","12.9","4.2","631.4","1.43","1.29","47.6"
"18.2","4.6","491.1","53.4","12.4","3.9","692","1.06","1.38","35.3"
"16","6.6","624.2","63","15.3","5.9","811.3","2.21","0.76","90.2"
"23.7","4.5","465.4","50.6","11.3","3.6","668.9","0.76","1.85","20.6"
"22.7","5.7","398.3","43.6","9.6","3.1","590.7","1.03","0.97","50"
"22.6","4.5","373","42.2","10.9","3.2","564.5","0.91","1.56","30.4"
"19.9","5.1","325.9","39.6","10.6","3.8","514.6","1.31","1.81","37.5"
"16.4","5.9","601.9","59.6","17.1","6.3","812.9","1.94","1.5","60.4"
"20.2","6.7","529.1","58","15","5.4","736.6","2.44","0.62","79.2"
"19.2","6","579.4","60.7","16.1","6.4","773","2.5","0.88","95.8"
"26.8","5.6","397.6","43.5","10.4","3.6","601.5","1.19","1","45.8"
"22.9","5","391.6","46.1","12.4","4.3","601.1","1.12","2.19","31.2"
"16","4.8","464","51.6","9.8","3","657","1","1.75","33.3"
"16.2","7.5","532","59.4","17.5","6.2","720.8","3","0.75","100"
"14","5","554","60.4","15.8","4.5","753.2","1.75","1","41.7"
"25.5","3","486.8","50.8","10.2","5.2","687.2","1.5","2.5","25"
"23.2","5.8","408","44.1","9.5","2.5","607.5","1.25","1.25","41.7"
"14.5","7","561","60","16","5","751","1.75","1.5","41.7"
"24.5","4.5","386.8","42.7","9.8","2.8","580.5","1","1.25","25"
"24.2","4.8","465","50.3","12","4","671.4","0.96","1.88","24"
"22.4","5.3","389.9","46.5","12.7","4.6","603.2","1.24","1.84","41.3"
"22","3","616","61.9","8","2","819","1","0","100"
"39","0","256","29.9","7","4","461","1","3","0"
"24","2","442","51.8","5","3","637","3","0","100"
"18","2","500","64.6","10","3","722","0","0","33.3"
"13","1","547","57.1","14","9","722","5","0","100"
"35","2","363","42.1","12","5","577","1","4","0"
"18","7","393","53.5","11","3","579","0","3","0"
"17.7","6.5","501.4","55","11.5","4","704","1.32","1.41","42.4"
"16.5","4.5","509","54.9","12.6","4.2","709","1.14","1.36","36.4"
"13.1","8","665.2","64.5","19.7","7.1","851","2.82","1.14","71.2"
"26.9","3.3","309.4","34.2","9.8","3.3","502.8","0.95","1.55","39.4"
"25.2","4.6","456","49.4","11.5","4","663.4","1","2.05","21.2"
"22.9","5.1","389.7","46.1","12.5","4.5","602.5","1.23","1.77","42.4"
"24.4","4.8","387.5","43.5","11.8","3.4","579","0.91","1.55","33.3"
"17.2","5","438.3","48.2","10.8","4.4","630.9","1.19","1.57","34.9"
"23.4","4.3","465","50.1","11.1","3.5","666.1","0.72","1.89","19.4"
"24","5","369.5","41.7","10.6","4","573.2","1.62","1.62","45.8"
"23.9","3.9","365.1","45.7","13.4","5.6","568.6","1.62","1.5","33.3"
"16.2","5","547.8","54.8","16.6","6.2","756.9","2.25","1.75","58.3"
"19.6","5","390.1","44.1","10.6","3.9","590.6","1","1","58.3"
"17.6","6.5","453.8","57.2","12.8","3.8","659.1","0.75","1.62","29.2"
"20.6","7.1","520.8","55.8","11.6","3.5","733","1.75","0.88","58.3"
"17.1","5.5","536.4","56.7","13.1","4.5","733.4","1.75","1.5","45.8"
"24.6","4.2","384","41.2","9.5","2.9","578.6","1.38","1.38","41.7"
"23.6","5.6","386.4","44.1","11.1","3.9","591.7","1.3","1.3","43.3"
"18.5","8.3","492.9","56","13.2","4.8","693.8","1.5","1.4","53.3"
"23.4","4.5","370.3","45.2","14.2","5.8","573.7","1.5","1.6","36.7"
"17.8","3.6","506.9","54.2","12.2","3.6","703.9","1.2","1.4","40"
"12.5","8","649.3","65","21.4","7.9","836.5","3.2","0.9","73.3"
"28.8","6.2","376.2","41.6","9.6","2.6","580.1","0.9","0.8","43.3"
"21","5.6","423.8","46.5","12.7","3.7","611.8","0.5","2.1","16.7"
"15.3","4.9","446","49.1","11.4","4.9","634.2","1.2","1.4","43.3"
"27.6","4.8","397.8","44.8","10.2","3.4","598.7","1","1.62","31"
"17.3","4.4","513.9","55.8","13","4.2","718.2","1.1","1.38","33.3"
"23.9","4.6","380.3","42.7","11.4","3.2","572.5","0.93","1.52","31"
"19.8","5.1","400.3","44","10.4","4.4","594.8","1.21","1.72","31"
"25.3","5.4","403.5","45.4","11.1","3.6","605.8","1.12","1.41","37.3"
"25.2","5","362","43.9","12.8","4.7","569.1","1.35","1.76","29.4"
"16.2","4.5","513.4","55.5","12.7","4.2","709.4","1.24","1.47","39.2"
"18.1","6.2","395.9","49.8","13.2","4.6","603","1.18","1.71","35.3"
"13.1","9","650.6","65.2","20.6","7","843.1","2.76","1.12","68.6"
"27.8","3.4","310.3","34.2","10.1","3.5","504.5","1","1.41","43.1"
"25.2","4.8","463.1","50.4","11.5","3.9","670.3","1.06","2.06","23.5"
"22","4.8","294.8","37.5","11","3.2","492","1.2","1.4","33.3"
"21.4","5.2","456.2","58.3","12.6","3.4","671.2","1","1.4","46.7"
"21.2","6.8","516.8","56.8","12.4","3","733.2","1.2","0.8","53.3"
"13","8.6","630.8","61.7","20.4","7.6","812.8","3.2","1.2","66.7"
"26.2","4.6","330.8","33.6","10","3","520.4","0.8","1.6","26.7"
"20.8","4.7","324.5","39.8","9.9","3.3","513.2","1.15","1.5","43.6"
"15.9","6.7","594.3","60","16.3","5.6","804.1","1.65","1.38","52.6"
"21.8","4.5","386.8","44.8","9.5","3","593.7","0.88","1.23","38.5"
"19.5","5.7","525","57.2","13.9","5.4","732.1","2.08","1","64.1"
"24.2","5.5","391.8","42.6","10.1","3.3","586.3","1.08","0.92","50"
"22","5.3","394.8","47.1","12.6","4.5","608.2","1.23","1.85","39.7"
"24.4","5.3","399.1","45.8","11.7","4.1","606.3","1.25","1.25","44.4"
"18.3","7.9","495.5","55.6","12.5","4.4","698.1","1.33","1.42","47.2"
"16.4","3.8","507.5","54.8","12.4","3.6","706.6","1.25","1.42","41.7"
"20.2","4.2","371.1","42.4","9.8","3.4","571.2","0.83","1.33","41.7"
"16","6.8","433.1","54.5","13.5","4.5","637.1","1.08","1.5","38.9"
"12.8","9.2","636.6","65","21.5","7.2","830.6","2.92","1.08","69.4"
"22.2","5.1","410.5","44.3","12.6","3.5","599.6","0.67","1.92","22.2"
"15.5","5","458.5","51.7","11.4","4.9","646.9","1.17","1.67","36.1"
"20","5","469.5","54.6","10.5","3.5","677","2","0.5","66.7"
"17.5","10","503.5","60.8","15","6.5","698.5","3","1","100"
"17","4.5","558.5","55.9","10","3.5","747","2.5","0.5","66.7"
"29","4.5","483","52.7","13.5","6.5","678.5","2","2.5","50"
"27","6","391","44.8","11.5","3","609.5","1","0.5","66.7"
"11.5","6","401","52","9.5","2.5","606.5","0","2","0"
"18.9","4","504","54","12.7","3.6","702.1","1","1.33","33.3"
"20.6","5","304.7","38.3","11.1","3.6","496.2","1.33","1.22","44.4"
"11.9","7.4","655.1","65.2","20.9","7.7","841.2","3.22","1","70.4"
"20.8","5.7","433.4","47.2","13.3","3.8","619.2","0.56","2.33","14.8"
"16.1","4.3","435","47.8","11.3","5","624.2","1.22","1.44","44.4"
"23.2","5.3","374.9","45.1","12.3","4.1","579.5","1.16","1.9","29"
"16.3","4.3","515.3","55.7","12.4","4.2","712.2","1.16","1.47","35.1"
"20.9","4.8","319.4","39.4","9.7","3.5","506.4","1.21","1.58","42.1"
"26.8","3.2","312.4","34.3","9.8","3.4","505.3","1","1.47","43.9"
"25.1","4.9","465","50.7","11.8","4.2","670.6","1","2","21.1"
"23.4","4.8","391.7","45.9","12.2","4.3","602.9","1.21","1.95","36.8"
"23.3","4.7","387","43.6","11.2","3.2","579.5","0.63","1.74","22.8"
"17.3","4.9","437.4","48.5","10.6","4.4","628.1","1.11","1.67","35.2"
"23.3","4.8","349.5","39.5","10.3","4.2","545.2","1.83","1.67","55.6"
"24","3","360","43.9","11.5","5","561.5","1","1.5","22.2"
"16","5.2","547.7","54.9","16","5.5","763.3","2","2.17","44.4"
"21","5.5","369.5","43.4","10.5","4","572.8","0.67","1.17","44.4"
"19.7","6.3","466.8","60.2","13.2","3.3","682.8","0.83","1.5","38.9"
"30","6.3","378.8","42.5","9.5","2.5","586.5","1.17","1","44.4"
"15.7","5.7","562.5","60","14.7","4.8","756.3","2","1.33","44.4"
"21.2","5.3","406.3","44.4","10.5","3.2","605.2","1.17","1.83","22.2"
"26.2","4.8","407","46.2","10.4","3.3","608.4","0.96","1.59","32.1"
"17.2","4.5","509.6","55.3","12.8","4.1","712.2","1.19","1.44","34.6"
"27.1","3.6","320.8","35.5","9.8","3.2","515.7","0.89","1.52","38.3"
"23.5","4.5","380.2","42.7","11.3","3.1","572.3","0.89","1.59","29.6"
"19.3","5","410.6","44.9","10.1","4.3","604.5","1.19","1.78","29.6"
"20.6","5.5","318.4","39.6","11.1","4.2","506.8","1.54","1.38","46.2"
"16.5","5.5","593.5","58","16.5","6.3","798","2.15","1.46","66.7"
"20.2","6.5","571.9","61","16.2","6.2","768.7","2.31","0.85","94.9"
"27","3.8","311","33.4","10.6","3.5","501.5","0.85","1.54","38.5"
"24.2","4.3","380.1","44.6","11.9","4.2","586.2","1","2.38","23.1"
"18.2","5.5","522.4","55.5","12.7","4.2","723.8","1.62","1.46","43.6"
"21.7","4","290.7","38","13.7","4.3","488.3","1.67","1","44.4"
"14.3","5.7","506.7","52.5","18.3","6.7","729.3","1.33","2.33","44.4"
"24","3.7","332.3","40.5","5.7","3","531.3","0.67","0.67","44.4"
"23.3","7","524","56.9","12.7","2","743","1","0.67","55.6"
"13","6.3","628.3","62.1","20.7","8","811","3.33","1","77.8"
"28","5.3","301.3","31.5","9.7","3","493.7","0.67","1.33","33.3"
"22.3","5.7","361.3","46.3","12.3","3.3","552","1","1.67","33.3"
"15.7","4.7","388.7","43.6","9.7","5.3","583.7","1.33","2.33","44.4"
"15.6","6.8","599.7","60.1","16.6","5.9","804.5","1.78","1.38","56.2"
"18.9","5.8","522.2","57.6","13.9","5","728.5","1.88","0.97","57.3"
"17.4","5.5","517.5","55.4","14.6","5.8","713.2","1.59","0.97","54.2"
"23.6","4.7","460.4","50.2","11.3","3.7","664.9","0.78","1.88","21.9"
"17.7","5.2","434.1","47.7","12.5","4","628.6","1.41","1.06","54.2"
"17.6","3.9","509.6","55.4","11","3","706.7","0.71","1.43","28.6"
"20.1","4.9","301.7","38.4","11.1","3.6","492.6","1.43","1.29","42.9"
"19.3","7","585.4","61.2","16.1","5.9","772.9","2.57","0.71","100"
"27.6","3.3","473.9","49.8","9.9","4.1","673.3","1.29","2.29","28.6"
"14.4","6","461.1","50.7","15","4.3","646.9","0.57","2.86","9.5"
"15","5","430.3","47.2","12.1","5.3","621.1","1.43","1.29","57.1"
"23.2","5.7","417.5","47.5","11.7","4","620.1","1.2","1.4","35.6"
"16.9","6.6","414.1","52.2","13.5","4.5","620.7","1.07","1.8","31.1"
"12.9","8.9","648.7","65.3","20.9","7.1","840","2.87","1.13","71.1"
"18.9","5.2","520.2","55.2","12.5","4.3","722.4","1.67","1.53","44.4"
"23.4","5.1","397.4","44.5","11.7","3.3","588.1","0.6","2","17.8"
"18.2","6.3","502.9","55.2","11.2","4","702.4","1.44","1.33","45.7"
"20.7","4.9","323.8","40.1","10","3.4","513.5","1.18","1.39","45.2"
"21.9","4.6","381.7","44.4","9.9","3.2","590.2","0.89","1.14","42.9"
"17","6.5","618.4","62.3","15.6","6.1","808.7","2.29","0.71","94"
"23.5","5.8","397","43.4","10.2","3.3","593.6","1.07","0.93","49.4"
"21.6","5.5","397.4","47.8","13","4.6","610.8","1.25","1.82","40.5"
"17.9","5.4","429.9","47","12.9","4.2","626.4","1.46","1.21","50"
"16","4.6","514.8","55.7","13.1","4.3","716.4","1.2","1.48","34.7"
"18.2","6.2","415.8","50.6","13.5","4.6","620","1.24","1.48","44"
"19.8","5.1","326.5","39.7","10.8","3.4","515.5","1.27","1.64","36.4"
"16.6","5.7","590.9","58.2","16.5","6.8","798.1","2.27","1.55","69.7"
"19.7","7.2","532.9","58.1","13.7","4.6","744.8","2.45","0.73","69.7"
"26.6","3.5","315.3","32.9","9.6","2.9","502.6","0.82","1.55","36.4"
"24.5","3.9","389.1","44.9","11.8","4.1","594","0.91","2.45","24.2"
"18.4","5.5","519.8","55.3","12.1","4","722.6","1.55","1.45","39.4"
"19.8","7","520.5","56.7","14.5","5.2","729","2.38","0.62","74.4"
"15.6","5.8","483.5","54.2","14.2","5.1","684.2","1.46","1.15","43.6"
"25","4.7","459.2","50.4","11.3","3.7","664.2","1","2.15","25.6"
"23.1","5","415.9","45.3","11.7","3.8","610.2","1.38","1.23","48.7"
"18","6","415.1","50.4","13.6","4.8","619.4","1.33","1.52","44.4"
"21.7","5","493.5","52.1","12.1","4.6","700","1.63","1.33","49.4"
"25.7","5.7","553.7","59.1","10.7","4.7","762.7","1.33","1.33","66.7"
"20","4","447.3","57.8","11.3","2","661.7","0.33","0.67","44.4"
"18.7","6.5","591.7","62.6","17","6.5","789.2","2.27","0.82","93.9"
"15.5","6.1","485.5","54.8","13.9","4.5","684.5","1.18","1","39.4"
"22.3","4.5","410.3","44.2","10.6","3.4","604.5","1.27","1.27","39.4"
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"25.5","5.1","414.8","46.6","10.3","3.3","615.3","0.95","1.52","31.7"
"24.9","5","367.1","44.5","12.8","4.6","572.6","1.29","1.76","33.3"
"25.7","5","394.9","44.9","10","3.1","592.4","0.94","1.74","27.5"
"22.7","5.1","371.1","44.3","12","3.9","572.5","1.06","1.91","26.5"
"22.1","5.4","501.1","53.4","12","4.1","705.3","1.53","1.29","48"
"17.7","5.1","439.8","48.1","12.3","3.8","633.5","1.32","1.09","51"
"17.5","7.8","502.4","56.4","12.5","4.6","707.4","1.5","1.5","45.8"
"17","5.7","469.8","52.6","14","5.4","670.1","1.56","1.19","50"
"21.3","5.1","422.4","46","11.9","4.1","615.8","1.44","1.19","50"
"19.5","4.2","365.2","40.4","10.8","4","551.2","1.25","2","33.3"
"14.8","6.2","441.2","52.6","13.8","2.8","640.5","0.5","2","8.3"
"18.4","6.3","497.8","54.8","11.2","3.8","699.3","1.28","1.36","41.3"
"23.6","5","379.3","45.4","12.7","4.4","585.2","1.28","1.88","33.3"
"11","5","523","53.8","18","7","730","0","4","0"
"16","4","428","47.1","8","3","615","1","1","33.3"
"20.2","4.9","325.9","40.2","10","3.2","511.3","1.09","1.68","36.4"
"17.6","6","612.9","62","15.8","6.2","803.9","2.38","0.67","96.8"
"25.1","4.9","392.3","44.3","10.1","3.1","588.5","1.03","1.72","28.7"
"22.1","5.4","496.4","52.7","11.9","4.3","698.4","1.58","1.28","50.9"
"20.5","4.8","325.7","39.8","9.7","3.2","512.5","1.17","1.58","41.7"
"21.4","5.1","500.8","53.2","12.3","4.5","706.4","1.58","1.33","47.2"
"14.8","5.5","509.2","57.5","13.8","4.1","703.5","1.12","1","37.5"
"23.1","5.3","379.6","45.6","12.3","4.2","586.7","1.17","1.93","29.9"
"17.8","6","412","49.8","13.3","4.7","615.4","1.28","1.59","42.5"
"26.4","4","328.9","37","10.3","3.3","524","0.86","1.41","40.2"
"20.4","4.8","509.1","54.1","12.3","4.5","711.1","1.88","1.41","51"
"23.6","5.1","391.4","44.1","11.6","3.2","583.3","0.53","1.88","17.6"
"20.8","5.8","516","56","13","5.2","717.2","1.6","1.6","53.3"
"17.2","5","558.8","54.9","16.6","6.2","773.4","2.2","2.2","53.3"
"21.6","5.4","352.2","42.1","10","4","549","0.6","1.2","46.7"
"14.2","5.2","422","46.5","12","5","618.2","1.2","1.4","53.3"
"18.3","6.3","503.3","55.3","11.3","4","703.8","1.38","1.31","43.6"
"16.7","5.4","510.5","55.4","14.7","5.6","709.3","1.46","1.12","48.7"
"17.7","5.5","436.1","47.8","12.6","4.1","631.2","1.35","1.23","46.2"
"27.8","6.1","377","41.7","10.2","3","579.6","1.08","0.75","47.2"
"19","4","390","45.2","12.5","3.5","569.5","1.5","1","66.7"
"14.5","8","546.5","57.4","17","4.5","746.5","2.5","1.5","66.7"
"23.5","3.5","320.5","32.2","7","2","514","0.5","0.5","33.3"
"18.3","6.1","492.1","54","10.6","3.9","683.5","1.43","1.24","47.7"
"22.4","4.5","336.1","41.1","10.1","3.6","524.6","1.14","1.3","48.6"
"15.5","6.6","611.2","60.7","16.6","5.9","813.9","1.81","1.46","56.8"
"21.4","4.6","385.6","44.5","9.8","3.2","592.8","0.81","1.32","37.8"
"19.1","5.4","409.2","48.6","12.3","4.2","607.4","1.16","1.43","44.1"
"18.6","5.9","526.8","57.8","14.2","5.1","730.7","1.81","1.05","55.9"
"12.7","7.8","692.1","66.5","19.3","6.9","874.1","2.62","0.95","70.3"
"24.6","4","345.9","39","10.7","3.5","535.4","1","1.49","39.6"
"22.1","5.4","404.9","48.4","13.1","4.8","614.8","1.3","1.59","44.1"
"19.6","5.1","395.2","43.5","11","4.4","586.6","1.3","1.65","34.2"
"18.6","7.9","498.3","56","13","4.7","699.9","1.44","1.33","55.6"
"19.7","6","582.7","60.8","15.7","5.9","776.1","2.33","0.78","92.6"
"25","3.6","311.2","32.1","9","2.3","497.8","0.56","1.56","29.6"
"27.3","4.4","473.1","51","11.1","3.9","674.9","1.11","2.33","25.9"
"23.5","4.6","374.5","42.4","11.2","3.3","566.5","0.9","1.48","30.1"
"17.5","7.1","505.4","55.9","12.1","4.1","708.7","1.32","1.47","42.1"
"18.7","6.1","583.8","61","16.1","6.3","777.9","2.56","0.78","96.3"
"13.6","8.4","637.3","63.7","20","7.1","827.4","2.74","1.21","66.7"
"21.7","7","494","54.7","13","3.7","710.8","1.33","0.83","61.1"
"20.9","4.6","374.2","42.6","10.2","3.7","574.8","1","1.2","50"
"16.4","6.8","444.5","55.4","13.1","4.6","648.2","1","1.6","33.3"
"21.4","4.4","329.5","40.4","10","3.5","518.5","1.12","1.41","46.9"
"15.9","6.4","627.3","63","15.4","5.9","815.2","2.19","0.78","89.6"
"25.8","3.9","338","38","10.5","3.6","530.2","1.03","1.34","43.8"
"21.1","5.4","395.4","47.7","13","4.7","607.1","1.28","1.72","41.7"
"19.7","6.4","487","54.7","13.7","5.3","687.3","1.71","1.57","57.1"
"12.7","7.1","642.9","62.8","21.3","8.1","826.6","3.86","1","76.2"
"25.3","4","323.1","32.6","9.1","2.7","512.7","0.57","1.86","23.8"
"20.7","5","428.3","50.8","13.9","4.4","635.1","1","1.57","33.3"
"24.2","5","363.5","44.2","12.9","5.2","570.7","1.47","1.6","33.3"
"16.8","4.4","503.5","54.4","12.5","3.8","701","1.2","1.47","40"
"28.8","3.4","302.3","32.3","10","3.5","494.7","1","1.47","42.2"
"26","4.6","459.7","50.3","11.5","3.9","666.9","1.07","2.13","24.4"
"15.9","6.9","600.4","60","16.6","5.6","810.7","1.68","1.39","53.6"
"17","5.4","510.8","55.5","14.9","5.7","709.7","1.5","1.07","50"
"24.3","5.4","389.5","42.1","9.9","3.2","583.2","1.04","0.92","48"
"21.6","4.7","383.8","44.5","9.8","3.1","591.8","0.86","1.29","40"
"18.8","5.6","406.4","48.4","12.6","4.4","605.4","1.17","1.49","42.9"
"18.8","5.6","523.5","57.5","13.9","5","728.1","1.86","1.03","56.2"
"21.7","5.3","399.4","47.6","12.8","4.7","609.3","1.29","1.66","42.9"
"18.5","6.1","585.1","61.1","15.7","6.2","779.5","2.47","0.74","96.5"
"12.4","8","682.2","66","19.1","6.9","865.1","2.48","1.06","67.7"
"23","5.8","400.2","43.7","9.7","3.1","593.6","0.97","1","47.3"
"18.1","5.5","441.3","48.7","12.5","4.2","634.9","1.48","1.3","49.3"
